order_id,order_date,customer_id,product_id,product_name,category,qty,price,revenue,city
11427,2025-07-22,C2182,P1007,Product 8,Electronics,2,93.95,187.9,San Diego
10852,2025-07-23,C2097,P1008,Product 9,Home,1,103.65,103.65,Philadelphia
10852,2025-07-23,C2097,P1015,Product 16,Apparel,4,192.86,771.44,Philadelphia
10242,2025-07-24,C2025,P1021,Product 22,Sports,5,171.45,857.25,San Antonio
10567,2025-07-24,C2059,P1002,Product 3,Beauty,2,27.28,54.56,Chicago
10567,2025-07-24,C2059,P1029,Product 30,Home,1,268.62,268.62,Chicago
10567,2025-07-24,C2059,P1026,Product 27,Sports,3,74.81,224.43,Chicago
10119,2025-07-25,C2016,P1019,Product 20,Home,5,130.15,650.75,LA
10119,2025-07-25,C2016,P1007,Product 8,Electronics,6,86.07,516.42,LA
10119,2025-07-25,C2016,P1004,Product 5,Sports,4,178.03,712.12,LA
10960,2025-07-25,C2108,P1006,Product 7,Home,1,125.13,125.13,San Antonio
10960,2025-07-25,C2108,P1026,Product 27,Sports,2,61.34,122.68,San Antonio
10960,2025-07-25,C2108,P1017,Product 18,Electronics,1,204.02,204.02,San Antonio
10005,2025-07-27,C2002,P1025,Product 26,Beauty,3,20.46,61.38,Chicago
10005,2025-07-27,C2002,P1018,Product 19,Home,4,91.03,364.12,Chicago
10653,2025-07-27,C2071,P1005,Product 6,Electronics,3,65.44,196.32,NYC
10653,2025-07-27,C2071,P1010,Product 11,Home,1,159.17,159.17,NYC
11191,2025-07-27,C2153,P1009,Product 10,Beauty,1,147.5,147.5,San Antonio
10234,2025-07-28,C2024,P1000,Product 1,Electronics,2,178.55,357.1,San Antonio
10234,2025-07-28,C2024,P1013,Product 14,Apparel,3,190.94,572.82,San Antonio
10234,2025-07-28,C2024,P1002,Product 3,Beauty,2,30.24,60.48,San Antonio
11151,2025-07-28,C2145,P1001,Product 2,Electronics,1,44.08,44.08,San Antonio
11151,2025-07-28,C2145,P1004,Product 5,Sports,1,168.38,168.38,San Antonio
11151,2025-07-28,C2145,P1028,Product 29,Home,5,80.01,400.05,San Antonio
11406,2025-07-29,C2182,P1026,Product 27,Sports,1,64.59,64.59,San Diego
11406,2025-07-29,C2182,P1024,Product 25,Apparel,4,33.55,134.2,San Diego
10306,2025-07-30,C2031,P1028,Product 29,Home,2,85.74,171.48,Phoenix
10306,2025-07-30,C2031,P1006,Product 7,Home,6,111.28,667.68,Phoenix
10967,2025-07-30,C2108,P1004,Product 5,Sports,1,187.6,187.6,San Antonio
10967,2025-07-30,C2108,P1019,Product 20,Home,5,127.4,637.0,San Antonio
10967,2025-07-30,C2108,P1017,Product 18,Electronics,2,209.45,418.9,San Antonio
10817,2025-07-31,C2091,P1025,Product 26,Beauty,3,24.24,72.72,San Antonio
10817,2025-07-31,C2091,P1004,Product 5,Sports,1,184.64,184.64,San Antonio
10817,2025-07-31,C2091,P1010,Product 11,Home,5,147.6,738.0,San Antonio
10817,2025-07-31,C2091,P1009,Product 10,Beauty,5,120.2,601.0,San Antonio
11135,2025-07-31,C2140,P1020,Product 21,Beauty,4,213.9,855.6,Philadelphia
11135,2025-07-31,C2140,P1013,Product 14,Apparel,5,184.94,924.7,Philadelphia
11135,2025-07-31,C2140,P1012,Product 13,Electronics,5,207.82,1039.1,Philadelphia
11226,2025-07-31,C2158,P1007,Product 8,Electronics,2,98.19,196.38,Chicago
11226,2025-07-31,C2158,P1024,Product 25,Apparel,1,39.22,39.22,Chicago
11226,2025-07-31,C2158,P1012,Product 13,Electronics,1,184.75,184.75,Chicago
11433,2025-07-31,C2183,P1007,Product 8,Electronics,2,84.84,169.68,San Diego
11433,2025-07-31,C2183,P1020,Product 21,Beauty,3,234.0,702.0,San Diego
11127,2025-08-01,C2140,P1011,Product 12,Apparel,1,18.17,18.17,Philadelphia
11127,2025-08-01,C2140,P1020,Product 21,Beauty,7,205.95,1441.65,Philadelphia
10366,2025-08-02,C2037,P1009,Product 10,Beauty,1,145.53,145.53,NYC
10366,2025-08-02,C2037,P1015,Product 16,Apparel,5,173.36,866.8,NYC
10366,2025-08-02,C2037,P1017,Product 18,Electronics,3,199.57,598.71,NYC
10696,2025-08-02,C2077,P1001,Product 2,Electronics,5,36.85,184.25,Austin
10696,2025-08-02,C2077,P1013,Product 14,Apparel,5,217.83,1089.15,Austin
10950,2025-08-02,C2107,P1003,Product 4,Sports,3,66.06,198.18,Dallas
10950,2025-08-02,C2107,P1010,Product 11,Home,1,139.65,139.65,Dallas
10950,2025-08-02,C2107,P1028,Product 29,Home,3,101.45,304.35,Dallas
11246,2025-08-02,C2159,P1019,Product 20,Home,2,145.14,290.28,Philadelphia
11246,2025-08-02,C2159,P1016,Product 17,Sports,5,199.3,996.5,Philadelphia
10193,2025-08-03,C2021,P1016,Product 17,Sports,5,210.28,1051.4,Phoenix
10193,2025-08-03,C2021,P1019,Product 20,Home,1,157.63,157.63,Phoenix
10322,2025-08-03,C2032,P1012,Product 13,Electronics,3,215.13,645.39,San Diego
10845,2025-08-03,C2096,P1029,Product 30,Home,2,247.95,495.9,NYC
11266,2025-08-03,C2159,P1019,Product 20,Home,5,125.65,628.25,Philadelphia
10212,2025-08-04,C2022,P1002,Product 3,Beauty,1,33.12,33.12,Dallas
10212,2025-08-04,C2022,P1022,Product 23,Beauty,1,237.24,237.24,Dallas
10299,2025-08-04,C2031,P1003,Product 4,Sports,4,71.34,285.36,Phoenix
10299,2025-08-04,C2031,P1019,Product 20,Home,5,140.42,702.1,Phoenix
10299,2025-08-04,C2031,P1027,Product 28,Sports,2,192.97,385.94,Phoenix
10299,2025-08-04,C2031,P1021,Product 22,Sports,5,181.94,909.7,Phoenix
11412,2025-08-04,C2182,P1026,Product 27,Sports,2,66.75,133.5,San Diego
11412,2025-08-04,C2182,P1006,Product 7,Home,3,120.07,360.21,San Diego
11412,2025-08-04,C2182,P1024,Product 25,Apparel,6,32.18,193.08,San Diego
11507,2025-08-04,C2195,P1025,Product 26,Beauty,1,20.22,20.22,Houston
10106,2025-08-05,C2015,P1008,Product 9,Home,5,93.37,466.85,San Diego
10106,2025-08-05,C2015,P1020,Product 21,Beauty,5,220.79,1103.95,San Diego
10106,2025-08-05,C2015,P1025,Product 26,Beauty,4,25.3,101.2,San Diego
10106,2025-08-05,C2015,P1024,Product 25,Apparel,2,29.69,59.38,San Diego
10514,2025-08-05,C2054,P1014,Product 15,Electronics,6,68.29,409.74,Chicago
10514,2025-08-05,C2054,P1017,Product 18,Electronics,3,219.01,657.03,Chicago
10514,2025-08-05,C2054,P1005,Product 6,Electronics,2,84.99,169.98,Chicago
10419,2025-08-06,C2045,P1016,Product 17,Sports,2,265.61,531.22,Dallas
10419,2025-08-06,C2045,P1017,Product 18,Electronics,4,194.87,779.48,Dallas
10865,2025-08-06,C2097,P1009,Product 10,Beauty,1,128.0,128.0,Philadelphia
11444,2025-08-06,C2183,P1014,Product 15,Electronics,2,69.41,138.82,San Diego
11444,2025-08-06,C2183,P1018,Product 19,Home,3,76.39,229.17,San Diego
11444,2025-08-06,C2183,P1012,Product 13,Electronics,2,226.83,453.66,San Diego
11444,2025-08-06,C2183,P1006,Product 7,Home,2,119.85,239.7,San Diego
10249,2025-08-07,C2026,P1005,Product 6,Electronics,1,83.8,83.8,San Diego
10327,2025-08-07,C2034,P1014,Product 15,Electronics,2,63.4,126.8,NYC
10327,2025-08-07,C2034,P1005,Product 6,Electronics,1,67.42,67.42,NYC
10336,2025-08-07,C2034,P1016,Product 17,Sports,1,223.24,223.24,NYC
10446,2025-08-07,C2048,P1017,Product 18,Electronics,3,166.53,499.59,San Antonio
10446,2025-08-07,C2048,P1014,Product 15,Electronics,1,64.03,64.03,San Antonio
10446,2025-08-07,C2048,P1001,Product 2,Electronics,4,40.42,161.68,San Antonio
10957,2025-08-07,C2108,P1009,Product 10,Beauty,1,135.47,135.47,San Antonio
10957,2025-08-07,C2108,P1029,Product 30,Home,2,209.22,418.44,San Antonio
10957,2025-08-07,C2108,P1003,Product 4,Sports,1,68.77,68.77,San Antonio
10957,2025-08-07,C2108,P1022,Product 23,Beauty,2,245.79,491.58,San Antonio
11301,2025-08-07,C2168,P1024,Product 25,Apparel,3,35.36,106.08,LA
11301,2025-08-07,C2168,P1010,Product 11,Home,5,155.8,779.0,LA
11301,2025-08-07,C2168,P1022,Product 23,Beauty,3,240.77,722.31,LA
10042,2025-08-08,C2008,P1014,Product 15,Electronics,5,64.09,320.45,LA
10042,2025-08-08,C2008,P1024,Product 25,Apparel,6,29.81,178.86,LA
10042,2025-08-08,C2008,P1011,Product 12,Apparel,5,17.95,89.75,LA
10042,2025-08-08,C2008,P1016,Product 17,Sports,1,201.38,201.38,LA
10138,2025-08-08,C2018,P1012,Product 13,Electronics,2,214.94,429.88,NYC
10138,2025-08-08,C2018,P1018,Product 19,Home,4,78.2,312.8,NYC
10297,2025-08-08,C2030,P1000,Product 1,Electronics,4,145.42,581.68,San Diego
10258,2025-08-09,C2026,P1020,Product 21,Beauty,2,255.23,510.46,San Diego
10438,2025-08-09,C2048,P1006,Product 7,Home,5,116.41,582.05,San Antonio
10692,2025-08-09,C2075,P1015,Product 16,Apparel,2,203.35,406.7,LA
10692,2025-08-09,C2075,P1026,Product 27,Sports,1,71.05,71.05,LA
10716,2025-08-09,C2079,P1001,Product 2,Electronics,1,45.64,45.64,NYC
10716,2025-08-09,C2079,P1023,Product 24,Beauty,5,40.74,203.7,NYC
10420,2025-08-10,C2045,P1009,Product 10,Beauty,3,153.66,460.98,Dallas
10420,2025-08-10,C2045,P1014,Product 15,Electronics,2,71.77,143.54,Dallas
10642,2025-08-10,C2068,P1028,Product 29,Home,2,103.32,206.64,Houston
10642,2025-08-10,C2068,P1021,Product 22,Sports,4,173.94,695.76,Houston
10642,2025-08-10,C2068,P1010,Product 11,Home,4,146.23,584.92,Houston
11159,2025-08-10,C2148,P1020,Product 21,Beauty,3,240.87,722.61,Philadelphia
11159,2025-08-10,C2148,P1012,Product 13,Electronics,3,203.15,609.45,Philadelphia
11304,2025-08-10,C2169,P1001,Product 2,Electronics,2,38.51,77.02,San Diego
11304,2025-08-10,C2169,P1028,Product 29,Home,2,101.36,202.72,San Diego
11386,2025-08-10,C2180,P1019,Product 20,Home,1,133.98,133.98,Philadelphia
10374,2025-08-11,C2038,P1012,Product 13,Electronics,1,183.32,183.32,San Antonio
10620,2025-08-11,C2066,P1018,Product 19,Home,3,80.27,240.81,Dallas
10620,2025-08-11,C2066,P1023,Product 24,Beauty,5,42.3,211.5,Dallas
10620,2025-08-11,C2066,P1000,Product 1,Electronics,3,179.56,538.68,Dallas
10982,2025-08-11,C2110,P1002,Product 3,Beauty,1,26.42,26.42,Dallas
10982,2025-08-11,C2110,P1000,Product 1,Electronics,3,154.49,463.47,Dallas
10982,2025-08-11,C2110,P1009,Product 10,Beauty,2,141.67,283.34,Dallas
10982,2025-08-11,C2110,P1022,Product 23,Beauty,3,251.18,753.54,Dallas
10075,2025-08-12,C2010,P1007,Product 8,Electronics,1,98.56,98.56,Dallas
10075,2025-08-12,C2010,P1000,Product 1,Electronics,1,145.05,145.05,Dallas
10075,2025-08-12,C2010,P1010,Product 11,Home,2,169.55,339.1,Dallas
10863,2025-08-12,C2097,P1019,Product 20,Home,1,125.56,125.56,Philadelphia
10863,2025-08-12,C2097,P1003,Product 4,Sports,1,73.82,73.82,Philadelphia
10863,2025-08-12,C2097,P1000,Product 1,Electronics,3,149.38,448.14,Philadelphia
10938,2025-08-12,C2106,P1007,Product 8,Electronics,1,93.61,93.61,Philadelphia
11149,2025-08-12,C2145,P1006,Product 7,Home,5,106.3,531.5,San Antonio
11149,2025-08-12,C2145,P1028,Product 29,Home,5,78.5,392.5,San Antonio
11149,2025-08-12,C2145,P1020,Product 21,Beauty,2,211.16,422.32,San Antonio
11149,2025-08-12,C2145,P1001,Product 2,Electronics,1,46.42,46.42,San Antonio
11231,2025-08-12,C2158,P1012,Product 13,Electronics,2,246.21,492.42,Chicago
11231,2025-08-12,C2158,P1023,Product 24,Beauty,3,42.13,126.39,Chicago
11231,2025-08-12,C2158,P1010,Product 11,Home,4,146.51,586.04,Chicago
11231,2025-08-12,C2158,P1007,Product 8,Electronics,1,94.39,94.39,Chicago
11268,2025-08-12,C2159,P1017,Product 18,Electronics,2,178.59,357.18,Philadelphia
11268,2025-08-12,C2159,P1015,Product 16,Apparel,1,190.13,190.13,Philadelphia
11268,2025-08-12,C2159,P1013,Product 14,Apparel,1,195.31,195.31,Philadelphia
10777,2025-08-13,C2089,P1017,Product 18,Electronics,6,184.79,1108.74,Philadelphia
10805,2025-08-13,C2091,P1002,Product 3,Beauty,1,24.79,24.79,San Antonio
10805,2025-08-13,C2091,P1007,Product 8,Electronics,3,80.06,240.18,San Antonio
11270,2025-08-13,C2159,P1017,Product 18,Electronics,1,179.13,179.13,Philadelphia
11270,2025-08-13,C2159,P1029,Product 30,Home,1,257.9,257.9,Philadelphia
11378,2025-08-13,C2180,P1023,Product 24,Beauty,4,37.92,151.68,Philadelphia
11378,2025-08-13,C2180,P1027,Product 28,Sports,4,159.54,638.16,Philadelphia
11378,2025-08-13,C2180,P1016,Product 17,Sports,5,217.44,1087.2,Philadelphia
10079,2025-08-14,C2010,P1002,Product 3,Beauty,4,31.54,126.16,Dallas
10079,2025-08-14,C2010,P1016,Product 17,Sports,1,224.32,224.32,Dallas
10079,2025-08-14,C2010,P1017,Product 18,Electronics,2,221.92,443.84,Dallas
10386,2025-08-14,C2039,P1021,Product 22,Sports,2,209.91,419.82,Phoenix
10386,2025-08-14,C2039,P1014,Product 15,Electronics,1,73.7,73.7,Phoenix
10386,2025-08-14,C2039,P1022,Product 23,Beauty,2,227.56,455.12,Phoenix
11088,2025-08-14,C2130,P1015,Product 16,Apparel,4,167.64,670.56,Dallas
11088,2025-08-14,C2130,P1023,Product 24,Beauty,1,45.28,45.28,Dallas
11088,2025-08-14,C2130,P1026,Product 27,Sports,1,73.86,73.86,Dallas
11088,2025-08-14,C2130,P1027,Product 28,Sports,2,203.58,407.16,Dallas
11093,2025-08-14,C2130,P1024,Product 25,Apparel,1,37.46,37.46,Dallas
11093,2025-08-14,C2130,P1016,Product 17,Sports,1,264.28,264.28,Dallas
11093,2025-08-14,C2130,P1008,Product 9,Home,2,104.24,208.48,Dallas
10056,2025-08-15,C2008,P1016,Product 17,Sports,7,210.64,1474.48,LA
10512,2025-08-15,C2054,P1022,Product 23,Beauty,2,203.8,407.6,Chicago
10512,2025-08-15,C2054,P1017,Product 18,Electronics,1,174.22,174.22,Chicago
11139,2025-08-15,C2142,P1021,Product 22,Sports,3,165.62,496.86,Chicago
11139,2025-08-15,C2142,P1022,Product 23,Beauty,1,239.62,239.62,Chicago
11139,2025-08-15,C2142,P1001,Product 2,Electronics,2,41.71,83.42,Chicago
10647,2025-08-16,C2068,P1024,Product 25,Apparel,3,36.41,109.23,Houston
10699,2025-08-16,C2078,P1005,Product 6,Electronics,2,86.12,172.24,Chicago
10699,2025-08-16,C2078,P1020,Product 21,Beauty,1,211.1,211.1,Chicago
10699,2025-08-16,C2078,P1024,Product 25,Apparel,5,34.01,170.05,Chicago
10626,2025-08-17,C2067,P1005,Product 6,Electronics,4,64.07,256.28,Austin
10626,2025-08-17,C2067,P1026,Product 27,Sports,1,76.49,76.49,Austin
11083,2025-08-17,C2128,P1016,Product 17,Sports,2,245.51,491.02,Houston
11083,2025-08-17,C2128,P1004,Product 5,Sports,1,170.04,170.04,Houston
11104,2025-08-17,C2130,P1023,Product 24,Beauty,4,47.2,188.8,Dallas
11185,2025-08-17,C2152,P1010,Product 11,Home,2,153.86,307.72,San Diego
11185,2025-08-17,C2152,P1023,Product 24,Beauty,1,35.48,35.48,San Diego
11185,2025-08-17,C2152,P1011,Product 12,Apparel,1,17.43,17.43,San Diego
10178,2025-08-18,C2020,P1017,Product 18,Electronics,1,209.06,209.06,Philadelphia
10178,2025-08-18,C2020,P1026,Product 27,Sports,1,78.95,78.95,Philadelphia
10178,2025-08-18,C2020,P1024,Product 25,Apparel,2,32.44,64.88,Philadelphia
10434,2025-08-18,C2048,P1017,Product 18,Electronics,2,165.5,331.0,San Antonio
10434,2025-08-18,C2048,P1025,Product 26,Beauty,2,21.65,43.3,San Antonio
10434,2025-08-18,C2048,P1020,Product 21,Beauty,2,222.54,445.08,San Antonio
10908,2025-08-18,C2102,P1007,Product 8,Electronics,1,89.44,89.44,Houston
10908,2025-08-18,C2102,P1003,Product 4,Sports,3,69.31,207.93,Houston
11405,2025-08-18,C2182,P1018,Product 19,Home,1,91.23,91.23,San Diego
11405,2025-08-18,C2182,P1003,Product 4,Sports,5,66.59,332.95,San Diego
11405,2025-08-18,C2182,P1009,Product 10,Beauty,1,156.5,156.5,San Diego
10183,2025-08-19,C2020,P1012,Product 13,Electronics,1,208.72,208.72,Philadelphia
10183,2025-08-19,C2020,P1014,Product 15,Electronics,3,71.62,214.86,Philadelphia
10183,2025-08-19,C2020,P1002,Product 3,Beauty,8,24.71,197.68,Philadelphia
10183,2025-08-19,C2020,P1020,Product 21,Beauty,1,237.48,237.48,Philadelphia
10233,2025-08-19,C2024,P1012,Product 13,Electronics,4,218.19,872.76,San Antonio
10598,2025-08-19,C2064,P1027,Product 28,Sports,1,181.38,181.38,Phoenix
10598,2025-08-19,C2064,P1000,Product 1,Electronics,2,159.61,319.22,Phoenix
10689,2025-08-19,C2075,P1029,Product 30,Home,6,209.84,1259.04,LA
10689,2025-08-19,C2075,P1021,Product 22,Sports,1,173.59,173.59,LA
10689,2025-08-19,C2075,P1005,Product 6,Electronics,2,83.96,167.92,LA
10689,2025-08-19,C2075,P1022,Product 23,Beauty,1,238.65,238.65,LA
11200,2025-08-19,C2153,P1027,Product 28,Sports,4,172.53,690.12,San Antonio
11200,2025-08-19,C2153,P1004,Product 5,Sports,6,141.43,848.58,San Antonio
11299,2025-08-19,C2168,P1019,Product 20,Home,1,140.61,140.61,LA
11299,2025-08-19,C2168,P1007,Product 8,Electronics,2,94.69,189.38,LA
11299,2025-08-19,C2168,P1022,Product 23,Beauty,2,255.8,511.6,LA
11299,2025-08-19,C2168,P1009,Product 10,Beauty,5,134.38,671.9,LA
11472,2025-08-19,C2189,P1005,Product 6,Electronics,2,68.5,137.0,Houston
11472,2025-08-19,C2189,P1002,Product 3,Beauty,1,32.75,32.75,Houston
11472,2025-08-19,C2189,P1014,Product 15,Electronics,2,82.56,165.12,Houston
11472,2025-08-19,C2189,P1021,Product 22,Sports,2,170.32,340.64,Houston
10603,2025-08-20,C2064,P1018,Product 19,Home,2,94.28,188.56,Phoenix
10603,2025-08-20,C2064,P1010,Product 11,Home,5,141.73,708.65,Phoenix
10603,2025-08-20,C2064,P1017,Product 18,Electronics,2,190.92,381.84,Phoenix
10603,2025-08-20,C2064,P1002,Product 3,Beauty,1,27.19,27.19,Phoenix
10961,2025-08-20,C2108,P1026,Product 27,Sports,3,61.24,183.72,San Antonio
10961,2025-08-20,C2108,P1005,Product 6,Electronics,1,85.51,85.51,San Antonio
10961,2025-08-20,C2108,P1023,Product 24,Beauty,2,35.3,70.6,San Antonio
10961,2025-08-20,C2108,P1015,Product 16,Apparel,5,190.6,953.0,San Antonio
10471,2025-08-21,C2049,P1000,Product 1,Electronics,3,143.1,429.3,Houston
10562,2025-08-21,C2058,P1016,Product 17,Sports,4,263.23,1052.92,Dallas
10691,2025-08-21,C2075,P1010,Product 11,Home,1,155.17,155.17,LA
10691,2025-08-21,C2075,P1023,Product 24,Beauty,1,44.08,44.08,LA
10691,2025-08-21,C2075,P1012,Product 13,Electronics,2,214.01,428.02,LA
10691,2025-08-21,C2075,P1027,Product 28,Sports,5,191.0,955.0,LA
10068,2025-08-22,C2010,P1021,Product 22,Sports,2,209.55,419.1,Dallas
10072,2025-08-23,C2010,P1009,Product 10,Beauty,1,148.64,148.64,Dallas
10324,2025-08-24,C2034,P1024,Product 25,Apparel,2,30.01,60.02,NYC
10324,2025-08-24,C2034,P1015,Product 16,Apparel,1,193.78,193.78,NYC
10624,2025-08-24,C2066,P1023,Product 24,Beauty,1,47.01,47.01,Dallas
10098,2025-08-25,C2012,P1010,Product 11,Home,1,158.52,158.52,Dallas
10291,2025-08-25,C2030,P1015,Product 16,Apparel,5,162.7,813.5,San Diego
10291,2025-08-25,C2030,P1004,Product 5,Sports,2,146.47,292.94,San Diego
10357,2025-08-25,C2036,P1023,Product 24,Beauty,3,42.23,126.69,San Diego
10357,2025-08-25,C2036,P1010,Product 11,Home,3,152.64,457.92,San Diego
10357,2025-08-25,C2036,P1008,Product 9,Home,3,101.3,303.9,San Diego
10357,2025-08-25,C2036,P1011,Product 12,Apparel,2,19.53,39.06,San Diego
10565,2025-08-25,C2059,P1015,Product 16,Apparel,2,176.87,353.74,Chicago
10565,2025-08-25,C2059,P1021,Product 22,Sports,5,161.24,806.2,Chicago
10565,2025-08-25,C2059,P1007,Product 8,Electronics,7,76.98,538.86,Chicago
10565,2025-08-25,C2059,P1008,Product 9,Home,1,96.46,96.46,Chicago
10969,2025-08-25,C2108,P1010,Product 11,Home,5,171.34,856.7,San Antonio
10969,2025-08-25,C2108,P1013,Product 14,Apparel,1,231.6,231.6,San Antonio
10969,2025-08-25,C2108,P1006,Product 7,Home,6,97.12,582.72,San Antonio
11102,2025-08-25,C2130,P1016,Product 17,Sports,5,229.93,1149.65,Dallas
11102,2025-08-25,C2130,P1003,Product 4,Sports,2,70.52,141.04,Dallas
11102,2025-08-25,C2130,P1024,Product 25,Apparel,3,34.07,102.21,Dallas
11510,2025-08-25,C2195,P1025,Product 26,Beauty,2,24.15,48.3,Houston
11510,2025-08-25,C2195,P1005,Product 6,Electronics,6,70.75,424.5,Houston
11510,2025-08-25,C2195,P1001,Product 2,Electronics,3,47.15,141.45,Houston
10293,2025-08-26,C2030,P1026,Product 27,Sports,5,74.64,373.2,San Diego
10293,2025-08-26,C2030,P1018,Product 19,Home,7,76.08,532.56,San Diego
10293,2025-08-26,C2030,P1015,Product 16,Apparel,1,178.22,178.22,San Diego
10293,2025-08-26,C2030,P1029,Product 30,Home,2,239.11,478.22,San Diego
10508,2025-08-26,C2054,P1002,Product 3,Beauty,1,33.03,33.03,Chicago
10508,2025-08-26,C2054,P1012,Product 13,Electronics,2,200.54,401.08,Chicago
10508,2025-08-26,C2054,P1028,Product 29,Home,3,80.85,242.55,Chicago
10508,2025-08-26,C2054,P1005,Product 6,Electronics,1,70.65,70.65,Chicago
10810,2025-08-26,C2091,P1026,Product 27,Sports,3,71.01,213.03,San Antonio
10810,2025-08-26,C2091,P1023,Product 24,Beauty,4,41.2,164.8,San Antonio
11094,2025-08-26,C2130,P1004,Product 5,Sports,3,162.92,488.76,Dallas
11094,2025-08-26,C2130,P1027,Product 28,Sports,1,207.93,207.93,Dallas
11094,2025-08-26,C2130,P1011,Product 12,Apparel,2,18.5,37.0,Dallas
11148,2025-08-26,C2144,P1024,Product 25,Apparel,2,29.81,59.62,San Diego
11148,2025-08-26,C2144,P1006,Product 7,Home,2,105.02,210.04,San Diego
11256,2025-08-26,C2159,P1028,Product 29,Home,4,78.39,313.56,Philadelphia
11424,2025-08-26,C2182,P1012,Product 13,Electronics,1,196.86,196.86,San Diego
11445,2025-08-26,C2183,P1017,Product 18,Electronics,3,219.21,657.63,San Diego
11445,2025-08-26,C2183,P1028,Product 29,Home,2,83.84,167.68,San Diego
10008,2025-08-27,C2002,P1021,Product 22,Sports,1,169.86,169.86,Chicago
10008,2025-08-27,C2002,P1002,Product 3,Beauty,1,28.24,28.24,Chicago
10008,2025-08-27,C2002,P1005,Product 6,Electronics,3,70.6,211.8,Chicago
10396,2025-08-27,C2039,P1002,Product 3,Beauty,1,29.46,29.46,Phoenix
10396,2025-08-27,C2039,P1015,Product 16,Apparel,4,184.55,738.2,Phoenix
10396,2025-08-27,C2039,P1018,Product 19,Home,1,90.97,90.97,Phoenix
10954,2025-08-27,C2108,P1009,Product 10,Beauty,2,137.22,274.44,San Antonio
11471,2025-08-27,C2189,P1004,Product 5,Sports,2,147.54,295.08,Houston
11471,2025-08-27,C2189,P1027,Product 28,Sports,4,175.98,703.92,Houston
11471,2025-08-27,C2189,P1018,Product 19,Home,1,90.15,90.15,Houston
11471,2025-08-27,C2189,P1001,Product 2,Electronics,4,46.39,185.56,Houston
10231,2025-08-28,C2023,P1000,Product 1,Electronics,1,141.95,141.95,Austin
10231,2025-08-28,C2023,P1010,Product 11,Home,3,143.84,431.52,Austin
10231,2025-08-28,C2023,P1008,Product 9,Home,1,86.8,86.8,Austin
11108,2025-08-28,C2134,P1020,Product 21,Beauty,3,226.98,680.94,San Diego
11108,2025-08-28,C2134,P1025,Product 26,Beauty,3,25.57,76.71,San Diego
11108,2025-08-28,C2134,P1014,Product 15,Electronics,2,76.29,152.58,San Diego
10021,2025-08-29,C2007,P1023,Product 24,Beauty,4,40.06,160.24,LA
10021,2025-08-29,C2007,P1015,Product 16,Apparel,1,184.19,184.19,LA
10021,2025-08-29,C2007,P1022,Product 23,Beauty,3,256.72,770.16,LA
10025,2025-08-29,C2007,P1025,Product 26,Beauty,2,22.49,44.98,LA
10025,2025-08-29,C2007,P1001,Product 2,Electronics,5,40.67,203.35,LA
10025,2025-08-29,C2007,P1009,Product 10,Beauty,1,124.13,124.13,LA
10035,2025-08-29,C2007,P1009,Product 10,Beauty,4,121.9,487.6,LA
10614,2025-08-29,C2064,P1028,Product 29,Home,1,103.26,103.26,Phoenix
10614,2025-08-29,C2064,P1018,Product 19,Home,3,96.3,288.9,Phoenix
10638,2025-08-29,C2068,P1009,Product 10,Beauty,5,135.54,677.7,Houston
10638,2025-08-29,C2068,P1018,Product 19,Home,7,76.84,537.88,Houston
10955,2025-08-29,C2108,P1029,Product 30,Home,1,269.23,269.23,San Antonio
10955,2025-08-29,C2108,P1008,Product 9,Home,2,80.18,160.36,San Antonio
10955,2025-08-29,C2108,P1019,Product 20,Home,3,156.37,469.11,San Antonio
11209,2025-08-29,C2153,P1016,Product 17,Sports,4,198.01,792.04,San Antonio
11209,2025-08-29,C2153,P1000,Product 1,Electronics,4,148.4,593.6,San Antonio
11282,2025-08-29,C2165,P1000,Product 1,Electronics,2,177.31,354.62,NYC
11282,2025-08-29,C2165,P1014,Product 15,Electronics,4,68.83,275.32,NYC
11282,2025-08-29,C2165,P1012,Product 13,Electronics,5,220.51,1102.55,NYC
10425,2025-08-31,C2046,P1023,Product 24,Beauty,2,39.97,79.94,LA
10425,2025-08-31,C2046,P1025,Product 26,Beauty,1,26.26,26.26,LA
10425,2025-08-31,C2046,P1016,Product 17,Sports,1,208.43,208.43,LA
10425,2025-08-31,C2046,P1019,Product 20,Home,1,141.76,141.76,LA
10564,2025-08-31,C2059,P1025,Product 26,Beauty,3,21.39,64.17,Chicago
10564,2025-08-31,C2059,P1023,Product 24,Beauty,1,47.33,47.33,Chicago
10564,2025-08-31,C2059,P1007,Product 8,Electronics,1,99.2,99.2,Chicago
10564,2025-08-31,C2059,P1029,Product 30,Home,6,229.84,1379.04,Chicago
10784,2025-08-31,C2089,P1027,Product 28,Sports,1,209.2,209.2,Philadelphia
10784,2025-08-31,C2089,P1025,Product 26,Beauty,1,19.87,19.87,Philadelphia
10784,2025-08-31,C2089,P1001,Product 2,Electronics,3,47.69,143.07,Philadelphia
11241,2025-08-31,C2159,P1021,Product 22,Sports,3,187.09,561.27,Philadelphia
11241,2025-08-31,C2159,P1015,Product 16,Apparel,4,187.38,749.52,Philadelphia
11458,2025-08-31,C2188,P1005,Product 6,Electronics,3,76.62,229.86,LA
11458,2025-08-31,C2188,P1028,Product 29,Home,5,88.05,440.25,LA
11458,2025-08-31,C2188,P1004,Product 5,Sports,5,165.59,827.95,LA
